"Index" "mc.m" "mt.m" "oc.m" "ot.m"
2017-06-30 06:00:00 5.27368086801653 7.76755980703075 7.62784552830436 7.9920094354629
2017-06-30 07:00:00 6.17055983755272 9.23322194038461 8.45484190796166 7.28558043728923
2017-06-30 08:00:00 6.3097916290013 10.624964697199 7.30619179537775 9.25050878068643
2017-06-30 09:00:00 8.50349129013958 14.6394702261318 8.37660253148615 7.39657645269647
2017-06-30 10:00:00 10.8952432844918 19.4367958526584 10.1303441188057 9.82948363879399
2017-06-30 11:00:00 11.9128547667396 18.3849762309303 8.46158162984826 10.3004954613055
2017-06-30 12:00:00 12.9349761394657 19.6417031953597 8.46995856422929 9.95214080679959
2017-06-30 13:00:00 13.7454922157522 19.3096086098071 9.34900331037396 8.25434416271745
2017-06-30 14:00:00 14.1644952290873 19.7675981398983 9.4402216085743 7.90794049664489
2017-06-30 15:00:00 16.4688543613256 19.3911135719963 8.34407731778734 9.43703961909807
2017-06-30 16:00:00 14.6709865484795 20.4228750853855 12.0534268755341 9.8121128886297
2017-06-30 17:00:00 13.2472320895948 19.0909120038867 6.32227583701276 8.65113590392241
2017-06-30 18:00:00 13.3275493807046 20.4602702455979 8.63999664953634 9.7558756425939
2017-06-30 19:00:00 10.8039546703978 16.1663104068443 7.3745281826644 9.0615113863006
2017-06-30 20:00:00 8.21826351792384 9.92184027406181 8.54610015430296 7.68636777487227
2017-06-30 21:00:00 7.34376710090291 7.01121733892725 6.08186960197034 6.51986444775082
2017-06-30 22:00:00 5.36624127978126 7.84710609286785 6.81865211806606 7.04949057756374
2017-06-30 23:00:00 6.36978921956634 7.5709289822904 6.58154241139801 6.96937207302079
2017-07-01 00:00:00 6.02834883537547 6.55993983337719 6.31681108466844 7.54993660047673
2017-07-01 01:00:00 5.26147811741038 8.35441417699413 7.55556073899403 6.29671904907708
2017-07-01 02:00:00 5.57783659588297 7.24981141769918 6.71435524910702 7.3800456066436
2017-07-01 03:00:00 5.20984026801076 7.57073838139832 7.28751146668139 6.06454791304895
2017-07-01 04:00:00 5.21429791677896 7.05974177514539 7.67279410751999 7.03670972481871
2017-07-01 05:00:00 5.09155592521686 8.25432172759115 7.41538565102184 6.93454640902632
2017-07-01 06:00:00 5.2475641900826 6.70841966744192 6.52789394685184 7.29040026567527
2017-07-01 07:00:00 5.33308553094903 9.33631638530389 7.32436573319797 9.54515526701287
2017-07-01 08:00:00 7.65198566244995 11.0362167645067 9.14197267269599 8.10213478460617
2017-07-01 09:00:00 6.37064365182796 12.2011052142577 8.09454091918055 8.82186572431386
2017-07-01 10:00:00 7.61663679310017 12.620699116432 6.23855160733771 8.52142236933066
2017-07-01 11:00:00 6.814478652428 11.7935960290207 11.7545841469878 8.62628067710484
2017-07-01 12:00:00 10.4769417140409 12.6524652433283 6.68725225205172 8.88263186179675
2017-07-01 13:00:00 12.5086927967899 17.62079298239 12.7974826526888 7.32537214881878
2017-07-01 14:00:00 14.3240750298678 21.9860299443134 9.10078653951033 8.39008532574118
2017-07-01 15:00:00 14.192396561081 18.6616172982601 8.58916497296882 8.58687972327049
2017-07-01 16:00:00 14.443843916409 22.2670809872903 7.31137558368801 10.9753880542598
2017-07-01 17:00:00 14.9839600389144 19.5568395354377 6.92171266881645 8.74697892505181
2017-07-01 18:00:00 12.5830092930274 20.2114849108291 7.02311072810403 9.53171491024455
2017-07-01 19:00:00 9.8632598467771 15.0490081399844 7.42961597720922 9.20288306656266
2017-07-01 20:00:00 9.22781942132075 10.7339277766855 7.93580491793588 6.88069826632026
2017-07-01 21:00:00 6.05859502760824 7.28939471814071 5.65809617439543 6.55183844594745
2017-07-01 22:00:00 5.70558595731008 7.39910699576897 8.48194144702265 6.03802793389909
2017-07-01 23:00:00 6.42912092511111 7.9032365369295 6.83106705816905 7.02089052144928
2017-07-02 00:00:00 5.47884483409756 8.29276746687865 6.49063977457447 6.69346514394118
2017-07-02 01:00:00 6.31432499188977 6.7739659313506 6.84402789215803 7.84894052013045
2017-07-02 02:00:00 6.58653235315951 7.20940427383146 5.94478272974279 5.89900082581187
2017-07-02 03:00:00 5.60067340622639 7.00323499718888 6.66639674354994 8.27229239173223
2017-07-02 04:00:00 6.24566869834311 6.8808757989903 8.01076325260047 7.24146962951588
2017-07-02 05:00:00 6.57522623552029 6.15999107825562 6.16567667613952 8.23913233896391
2017-07-02 06:00:00 5.25870549856332 6.83388817997829 6.94384034220479 7.12565468831512
2017-07-02 07:00:00 6.07665006343069 6.92017975070948 8.16495538730344 9.31177226397568
2017-07-02 08:00:00 5.68897272348701 8.28108385990168 11.3393455163491 9.16333861310467
2017-07-02 09:00:00 6.31467904564198 13.109911084754 9.60903648984009 8.64967565096107
2017-07-02 10:00:00 8.79337984852548 15.6227494268058 10.0701624331799 10.030091970833
2017-07-02 11:00:00 10.7598261418121 18.9273006044296 11.2673243031938 9.35306836838216
2017-07-02 12:00:00 13.4920082202625 19.1353308119531 9.54701292975256 9.38192381884398
2017-07-02 13:00:00 13.5928325044821 18.2975876185079 10.9439913843404 9.2545759703808
2017-07-02 14:00:00 17.0686572061489 20.5440824353296 8.83092458706198 10.8031441714059
2017-07-02 15:00:00 15.293070775528 21.1911912113838 9.91136255842002 10.2522143355154
2017-07-02 16:00:00 14.9217740757839 21.1767581706967 7.60322028067 8.66482876862463
2017-07-02 17:00:00 15.2117316264876 20.7822209333456 7.85979402799745 8.7007587843294
2017-07-02 18:00:00 13.5608280937797 20.5757382530112 6.96021914960165 8.78811608091829
2017-07-02 19:00:00 10.7976568431167 17.2198274431966 7.08241057821443 7.81125794007312
2017-07-02 20:00:00 8.56034617804213 11.0865671464453 7.63911178593567 7.87185508270323
2017-07-02 21:00:00 5.5160314875214 8.16903497569743 7.037826968884 6.41048934519913
2017-07-02 22:00:00 7.41356713060735 6.75656185923729 9.36284200868764 6.43280921428627
2017-07-02 23:00:00 6.06130725627148 7.14882142701811 8.01429120486263 6.64301018567797
2017-07-03 00:00:00 6.69127582593034 6.44191763789478 6.59384600629918 7.00363662745333
2017-07-03 01:00:00 6.27436676821544 7.54423776604004 6.40460886708069 8.57980082099601
2017-07-03 02:00:00 5.48098123497557 10.1468472862099 6.21869383082838 7.37815750646367
2017-07-03 03:00:00 6.45821582267943 7.03997136569542 6.28288488341584 8.3200791657361
2017-07-03 04:00:00 5.61181212792853 7.68834388677505 6.52104414210264 6.71476888732965
2017-07-03 05:00:00 5.37661976384291 7.12415688492498 6.6904438696549 7.78884409769021
2017-07-03 06:00:00 5.78303397817648 5.93941661389845 7.26889778963499 7.07624796825129
2017-07-03 07:00:00 5.58670726229439 10.5064260712583 5.94480255917028 8.25565551352155
2017-07-03 08:00:00 6.31485955018842 10.5700859688958 11.1916879321383 8.10125448009966
2017-07-03 09:00:00 7.50512802406267 13.3542237332704 10.4291322481099 9.56185314726858
2017-07-03 10:00:00 9.53244660809172 16.3575662269112 8.53729808430383 8.01887493508069
2017-07-03 11:00:00 10.8081042650082 18.1013976863952 10.5905110860535 8.32112448773822
2017-07-03 12:00:00 NA NA 10.3220350247927 NA
2017-07-03 13:00:00 NA NA NA NA
2017-07-03 14:00:00 NA NA NA NA
2017-07-03 15:00:00 NA NA NA NA
2017-07-03 16:00:00 NA NA NA NA
2017-07-03 17:00:00 NA NA NA NA
2017-07-03 18:00:00 NA NA NA NA
2017-07-03 19:00:00 NA NA NA NA
2017-07-03 20:00:00 NA NA NA NA
2017-07-03 21:00:00 NA NA NA NA
2017-07-03 22:00:00 NA NA NA NA
2017-07-03 23:00:00 NA NA NA NA
2017-07-04 00:00:00 NA NA NA NA
2017-07-04 01:00:00 NA NA NA NA
2017-07-04 02:00:00 NA NA NA NA
2017-07-04 03:00:00 NA NA NA NA
2017-07-04 04:00:00 NA NA NA NA
2017-07-04 05:00:00 NA NA NA NA
2017-07-04 06:00:00 NA NA NA NA
2017-07-04 07:00:00 NA NA NA NA
2017-07-04 08:00:00 NA NA NA NA
2017-07-04 09:00:00 NA NA NA NA
2017-07-04 10:00:00 NA NA NA NA
2017-07-04 11:00:00 NA NA NA NA
2017-07-04 12:00:00 NA NA NA NA
2017-07-04 13:00:00 NA NA NA NA
2017-07-04 14:00:00 NA NA NA NA
2017-07-04 15:00:00 NA NA NA NA
2017-07-04 16:00:00 NA NA NA NA
2017-07-04 17:00:00 NA NA NA NA
2017-07-04 18:00:00 NA NA NA NA
2017-07-04 19:00:00 NA NA NA NA
2017-07-04 20:00:00 NA NA NA NA
2017-07-04 21:00:00 NA NA NA NA
2017-07-04 22:00:00 NA NA NA NA
2017-07-04 23:00:00 NA NA NA NA
2017-07-05 00:00:00 NA NA NA NA
2017-07-05 01:00:00 NA NA NA NA
2017-07-05 02:00:00 NA NA NA NA
2017-07-05 03:00:00 NA NA NA NA
2017-07-05 04:00:00 NA NA NA NA
2017-07-05 05:00:00 NA NA NA NA
2017-07-05 06:00:00 NA NA NA NA
2017-07-05 07:00:00 NA NA NA NA
2017-07-05 08:00:00 NA NA NA NA
2017-07-05 09:00:00 NA NA NA NA
2017-07-05 10:00:00 NA NA NA NA
2017-07-05 11:00:00 NA NA NA NA
2017-07-05 12:00:00 NA NA NA NA
2017-07-05 13:00:00 NA NA NA NA
2017-07-05 14:00:00 NA NA NA NA
2017-07-05 15:00:00 NA NA NA NA
2017-07-05 16:00:00 NA NA NA NA
2017-07-05 17:00:00 NA NA NA NA
2017-07-05 18:00:00 NA NA NA NA
2017-07-05 19:00:00 NA NA NA NA
2017-07-05 20:00:00 NA NA NA NA
2017-07-05 21:00:00 NA NA NA NA
2017-07-05 22:00:00 NA NA NA NA
2017-07-05 23:00:00 NA NA NA NA
2017-07-06 00:00:00 NA NA NA NA
2017-07-06 01:00:00 NA NA NA NA
2017-07-06 02:00:00 NA NA NA NA
2017-07-06 03:00:00 NA NA NA NA
2017-07-06 04:00:00 NA NA NA NA
2017-07-06 05:00:00 NA NA NA NA
2017-07-06 06:00:00 NA NA NA NA
2017-07-06 07:00:00 NA NA NA NA
2017-07-06 08:00:00 NA NA NA NA
2017-07-06 09:00:00 NA NA NA NA
2017-07-06 10:00:00 NA NA NA NA
2017-07-06 11:00:00 NA NA NA NA
2017-07-06 12:00:00 NA NA NA NA
2017-07-06 13:00:00 NA NA NA NA
2017-07-06 14:00:00 NA NA NA NA
2017-07-06 15:00:00 NA NA NA NA
2017-07-06 16:00:00 NA NA NA NA
2017-07-06 17:00:00 NA NA NA NA
2017-07-06 18:00:00 NA NA NA NA
2017-07-06 19:00:00 NA NA NA NA
2017-07-06 20:00:00 NA NA NA NA
2017-07-06 21:00:00 NA NA NA NA
2017-07-06 22:00:00 NA NA NA NA
2017-07-06 23:00:00 NA NA NA NA
2017-07-07 00:00:00 NA NA NA NA
2017-07-07 01:00:00 NA NA NA NA
2017-07-07 02:00:00 NA NA NA NA
2017-07-07 03:00:00 NA NA NA NA
2017-07-07 04:00:00 NA NA NA NA
2017-07-07 05:00:00 NA NA NA NA
2017-07-07 06:00:00 NA NA NA NA
2017-07-07 07:00:00 NA NA NA NA
2017-07-07 08:00:00 NA NA NA NA
2017-07-07 09:00:00 NA NA NA NA
2017-07-07 10:00:00 NA NA NA NA
2017-07-07 11:00:00 NA NA NA NA
2017-07-07 12:00:00 NA NA NA NA
2017-07-07 13:00:00 NA NA NA NA
2017-07-07 14:00:00 NA NA NA NA
2017-07-07 15:00:00 NA NA NA NA
2017-07-07 16:00:00 NA NA NA NA
2017-07-07 17:00:00 NA NA NA NA
2017-07-07 18:00:00 NA NA NA NA
2017-07-07 19:00:00 NA NA NA NA
2017-07-07 20:00:00 NA NA NA NA
2017-07-07 21:00:00 NA NA NA NA
2017-07-07 22:00:00 NA NA NA NA
2017-07-07 23:00:00 NA NA NA NA
2017-07-08 00:00:00 NA NA NA NA
2017-07-08 01:00:00 NA NA NA NA
2017-07-08 02:00:00 NA NA NA NA
2017-07-08 03:00:00 NA NA NA NA
2017-07-08 04:00:00 NA NA NA NA
2017-07-08 05:00:00 NA NA NA NA
2017-07-08 06:00:00 NA NA NA NA
2017-07-08 07:00:00 NA NA NA NA
2017-07-08 08:00:00 NA NA NA NA
2017-07-08 09:00:00 NA NA NA NA
2017-07-08 10:00:00 NA NA NA NA
2017-07-08 11:00:00 NA NA NA NA
2017-07-08 12:00:00 NA NA NA NA
2017-07-08 13:00:00 NA NA NA NA
2017-07-08 14:00:00 NA NA NA NA
2017-07-08 15:00:00 NA NA NA NA
2017-07-08 16:00:00 NA NA NA NA
2017-07-08 17:00:00 NA NA NA NA
2017-07-08 18:00:00 NA NA NA NA
2017-07-08 19:00:00 NA NA NA NA
2017-07-08 20:00:00 NA NA NA NA
2017-07-08 21:00:00 NA NA NA NA
2017-07-08 22:00:00 NA NA NA NA
2017-07-08 23:00:00 NA NA NA NA
2017-07-09 00:00:00 NA NA NA NA
2017-07-09 01:00:00 NA NA NA NA
2017-07-09 02:00:00 NA NA NA NA
2017-07-09 03:00:00 NA NA NA NA
2017-07-09 04:00:00 NA NA NA NA
2017-07-09 05:00:00 NA NA NA NA
2017-07-09 06:00:00 NA NA NA NA
2017-07-09 07:00:00 NA NA NA NA
2017-07-09 08:00:00 NA NA NA NA
2017-07-09 09:00:00 NA NA NA NA
2017-07-09 10:00:00 NA NA NA NA
2017-07-09 11:00:00 NA NA NA NA
2017-07-09 12:00:00 NA NA NA NA
2017-07-09 13:00:00 NA NA NA NA
2017-07-09 14:00:00 NA NA NA NA
2017-07-09 15:00:00 NA NA NA NA
2017-07-09 16:00:00 NA NA NA NA
2017-07-09 17:00:00 NA NA NA NA
2017-07-09 18:00:00 NA NA NA NA
2017-07-09 19:00:00 NA NA NA NA
2017-07-09 20:00:00 NA NA NA NA
2017-07-09 21:00:00 NA NA NA NA
2017-07-09 22:00:00 NA NA NA NA
2017-07-09 23:00:00 NA NA NA NA
2017-07-10 00:00:00 NA NA NA NA
2017-07-10 01:00:00 NA NA NA NA
2017-07-10 02:00:00 NA NA NA NA
2017-07-10 03:00:00 NA NA NA NA
2017-07-10 04:00:00 NA NA NA NA
2017-07-10 05:00:00 NA NA NA NA
2017-07-10 06:00:00 NA NA NA NA
2017-07-10 07:00:00 NA NA NA NA
2017-07-10 08:00:00 NA NA NA NA
2017-07-10 09:00:00 NA NA NA NA
2017-07-10 10:00:00 NA NA NA NA
2017-07-10 11:00:00 NA NA NA NA
2017-07-10 12:00:00 NA NA NA NA
2017-07-10 13:00:00 NA NA NA NA
2017-07-10 14:00:00 NA NA NA NA
2017-07-10 15:00:00 NA NA NA NA
2017-07-10 16:00:00 NA NA NA NA
2017-07-10 17:00:00 NA NA NA NA
2017-07-10 18:00:00 NA NA NA NA
2017-07-10 19:00:00 NA NA NA NA
2017-07-10 20:00:00 NA NA NA NA
2017-07-10 21:00:00 NA NA NA NA
2017-07-10 22:00:00 NA NA NA NA
2017-07-10 23:00:00 NA NA NA NA
2017-07-11 00:00:00 NA NA NA NA
2017-07-11 01:00:00 NA NA NA NA
2017-07-11 02:00:00 NA NA NA NA
2017-07-11 03:00:00 NA NA NA NA
2017-07-11 04:00:00 NA NA NA NA
2017-07-11 05:00:00 NA NA NA NA
2017-07-11 06:00:00 NA NA NA NA
2017-07-11 07:00:00 NA NA NA NA
2017-07-11 08:00:00 NA NA NA NA
2017-07-11 09:00:00 NA NA NA NA
2017-07-11 10:00:00 NA NA NA NA
2017-07-11 11:00:00 NA NA NA NA
2017-07-11 12:00:00 NA NA NA NA
2017-07-11 13:00:00 NA NA NA NA
2017-07-11 14:00:00 NA NA NA NA
2017-07-11 15:00:00 NA NA NA NA
2017-07-11 16:00:00 NA NA NA NA
2017-07-11 17:00:00 NA NA NA NA
2017-07-11 18:00:00 NA NA NA NA
2017-07-11 19:00:00 NA NA NA NA
2017-07-11 20:00:00 NA NA NA NA
2017-07-11 21:00:00 NA NA NA NA
2017-07-11 22:00:00 NA NA NA NA
2017-07-11 23:00:00 NA NA NA NA
2017-07-12 00:00:00 NA NA NA NA
2017-07-12 01:00:00 NA NA NA NA
2017-07-12 02:00:00 NA NA NA NA
2017-07-12 03:00:00 NA NA NA NA
2017-07-12 04:00:00 NA NA NA NA
2017-07-12 05:00:00 NA NA NA NA
2017-07-12 06:00:00 NA NA NA NA
2017-07-12 07:00:00 NA NA NA NA
2017-07-12 08:00:00 NA NA NA NA
2017-07-12 09:00:00 NA NA NA NA
2017-07-12 10:00:00 NA NA NA NA
2017-07-12 11:00:00 NA NA NA NA
2017-07-12 12:00:00 NA NA NA NA
2017-07-12 13:00:00 NA NA NA NA
2017-07-12 14:00:00 NA NA NA NA
2017-07-12 15:00:00 NA NA NA NA
2017-07-12 16:00:00 NA NA NA NA
2017-07-12 17:00:00 NA NA NA NA
2017-07-12 18:00:00 NA NA NA NA
2017-07-12 19:00:00 NA NA NA NA
2017-07-12 20:00:00 NA NA NA NA
2017-07-12 21:00:00 NA 6.11442353881205 6.22165098800851 6.08765011148265
2017-07-12 22:00:00 NA 5.4426479866866 5.61986653597906 7.15108122210069
2017-07-12 23:00:00 NA 5.76587785126042 6.39187110425639 5.83842133257743
2017-07-13 00:00:00 NA 5.5749557617771 6.82432906553689 6.3152768070873
2017-07-13 01:00:00 NA 4.93166842312032 6.30565508681089 6.64955955716719
2017-07-13 02:00:00 NA 6.07848529517787 7.29188867616762 6.79239972790871
2017-07-13 03:00:00 NA 6.12645903603986 8.52440586658684 7.72924797500429
2017-07-13 04:00:00 NA 6.06815390306605 7.50976929169573 7.52051757008526
2017-07-13 05:00:00 NA 7.84111009652277 5.86308049055662 8.49392515777672
2017-07-13 06:00:00 NA 6.97685776888168 7.13243708934772 10.3767241367132
2017-07-13 07:00:00 NA 8.64615175958851 7.93447861826053 8.55229697801905
2017-07-13 08:00:00 NA 10.0827772410027 6.51116011987522 8.48767561994771
2017-07-13 09:00:00 NA 9.19142549944964 7.19558670813428 11.8603645626932
2017-07-13 10:00:00 NA 14.2570126220799 9.29788563057007 9.75209469828172
2017-07-13 11:00:00 NA 15.0499330007419 6.93155191695883 9.13725741430127
2017-07-13 12:00:00 NA 11.3804463596981 7.3151746160991 8.89855360698943
2017-07-13 13:00:00 NA 13.0629780724159 7.46269583013302 8.70931173210281
2017-07-13 14:00:00 NA 17.3005514693305 8.17945733657141 11.076259569792
2017-07-13 15:00:00 NA 15.5987260018434 6.38265705818643 9.41830241207647
2017-07-13 16:00:00 NA 12.3064879637108 6.14200605527583 7.88509257305223
2017-07-13 17:00:00 NA 10.7601591836221 5.7163824051144 7.50475549142904
2017-07-13 18:00:00 NA 12.124059313571 8.72199803109096 12.2772921468676
2017-07-13 19:00:00 NA 6.47357143352197 7.21090978063553 8.40965374364878
2017-07-13 20:00:00 5.75093625015578 5.4998543424395 7.62836759652945 8.800340471443
2017-07-13 21:00:00 5.96749507832812 5.99752279651807 8.47667749632089 6.69805964983502
2017-07-13 22:00:00 5.40675661382212 6.47860820610766 6.7258109189641 6.30482140810381
2017-07-13 23:00:00 5.62131936462093 7.94734669215312 6.71288742083863 8.35083256051016
2017-07-14 00:00:00 5.70497657194157 5.77004828865381 7.05793319785767 7.59503875749022
2017-07-14 01:00:00 4.88357376212867 5.73604636827181 5.85975505490585 7.24234122799442
2017-07-14 02:00:00 5.55097961465404 6.6936787392347 6.36244636065013 8.93596493651702
2017-07-14 03:00:00 4.90768260084767 6.18373517959967 7.55898593862418 7.04177804380107
2017-07-14 04:00:00 5.9857853336368 7.70086118871635 10.6583451110581 7.03110600110622
2017-07-14 05:00:00 5.45986794169701 7.72422361350169 5.90681151382384 7.5749074825827
2017-07-14 06:00:00 5.93177904976466 9.97248665592125 7.96559595096716 8.9450024161964
2017-07-14 07:00:00 5.11651387139992 10.065623599691 5.67395547891817 8.15303223455568
2017-07-14 08:00:00 5.56140244472327 7.84304213375352 5.88734523667959 9.41788726863248
2017-07-14 09:00:00 6.18558526156922 11.6469390738569 7.3698197056323 7.85656490350571
2017-07-14 10:00:00 6.23235142531235 11.2910663631768 5.78960268847986 10.2210506981231
2017-07-14 11:00:00 6.01069743372195 12.1987744290271 7.84739774240886 13.8129718341966
2017-07-14 12:00:00 6.55385419726742 12.0275207851422 6.95224059908062 10.0855359122126
2017-07-14 13:00:00 6.22050897082296 8.81752340371295 7.53864750992679 9.06091171579581
2017-07-14 14:00:00 7.16513865819134 9.18237782274281 7.63411583040894 7.79982647618056
2017-07-14 15:00:00 5.95703819513382 7.05439552359364 7.1493348724655 8.08334113542065
2017-07-14 16:00:00 6.37705959742404 9.50486465635117 8.62364502365073 8.6450243628685
2017-07-14 17:00:00 6.22623045578672 5.97768161481046 6.31715539700046 6.26225607765265
2017-07-14 18:00:00 5.6247136583017 7.95081408190891 7.25503040969456 7.94048375940023
2017-07-14 19:00:00 5.35482935207867 8.28449627164962 7.04614654758334 7.15932544745572
2017-07-14 20:00:00 5.00632093203846 5.77897568332999 6.3562305370183 6.23663093154082
2017-07-14 21:00:00 5.18638960988491 6.44512706997409 6.24963959613705 6.59285631860041
2017-07-14 22:00:00 5.27109701906417 6.36948908575894 5.60358072383255 6.20345747155518
2017-07-14 23:00:00 5.32023927783256 6.35593384217053 6.75745524429018 6.7791404903174
2017-07-15 00:00:00 5.72733808721769 6.27338762787514 6.8395668973147 7.64708353295834
2017-07-15 01:00:00 5.46568295806007 8.87029655671655 6.66792192528285 9.44832312215255
2017-07-15 02:00:00 5.70230917690697 9.90748219917854 6.59327226055469 7.0271154048488
2017-07-15 03:00:00 5.01252407176729 6.31458509701103 5.91814676156354 7.62118925873548
2017-07-15 04:00:00 5.3590758787838 6.58150331952613 6.11750193943796 6.50658355141452
2017-07-15 05:00:00 5.41626124068172 5.67557668428385 5.86114131751795 9.43819468838558
2017-07-15 06:00:00 5.47978597726997 6.34976936381902 6.68856131973473 6.82704166019319
2017-07-15 07:00:00 6.05867306124334 9.83263752770444 5.73785394226643 7.49418846097848
2017-07-15 08:00:00 5.62563845695633 9.11667587494966 8.28973142792769 7.0398632243254
2017-07-15 09:00:00 5.71949396256668 9.42535318948389 7.38741895742121 7.7750920924187
2017-07-15 10:00:00 5.94572071451419 8.7657869329034 6.32233118982499 11.6918802631545
2017-07-15 11:00:00 8.54773128264945 16.3619523466523 10.6653399077859 10.7484835535702
2017-07-15 12:00:00 12.8930781659312 19.469869366037 8.63088256500349 10.9644290027246
2017-07-15 13:00:00 12.7597985247996 18.1333681832118 9.57599119116414 13.1274359718036
2017-07-15 14:00:00 13.2160486277833 16.4051200919919 6.44682492011877 11.7773752332672
2017-07-15 15:00:00 13.7389377407937 17.9569822246896 8.60367958454221 10.0389382332874
2017-07-15 16:00:00 12.5262591338655 18.6601946909994 5.38555917272764 8.48386989055462
2017-07-15 17:00:00 12.3345432007153 18.747906730043 8.37361572613689 9.2896867041587
2017-07-15 18:00:00 9.80528637753758 15.0769158301647 8.41694067518829 9.78381169600176
2017-07-15 19:00:00 8.03619975754018 10.2091910352518 5.69830567499437 9.7588697255004
2017-07-15 20:00:00 6.88109903515448 6.39673706707057 5.61878859759869 9.63121692547386
2017-07-15 21:00:00 5.4217077306682 7.35547406539625 6.04020286043325 9.20443021421961
2017-07-15 22:00:00 6.68405962610874 7.08313728171417 6.10470547018767 6.27457014444818
2017-07-15 23:00:00 6.44169073634245 7.04541104997683 5.78627676877184 8.46053150409236
2017-07-16 00:00:00 5.95804252121398 9.03805346011703 6.9321781742627 7.11563029821661
2017-07-16 01:00:00 4.75777523821598 12.8497875983508 6.13026064362759 7.44934587979389
2017-07-16 02:00:00 5.69079969144884 6.52885947858838 5.86820023208264 8.51156062385337
2017-07-16 03:00:00 6.52813403853237 7.58368484796308 7.22286358109495 6.30325866749795
2017-07-16 04:00:00 5.46149563759494 9.26673267515082 7.51222960916428 9.78788603280199
2017-07-16 05:00:00 5.32898432054484 11.9449795101864 7.40909483970075 9.35904057659649
2017-07-16 06:00:00 4.97520750856475 7.11948070288066 7.03228509421455 6.9377205222577
2017-07-16 07:00:00 5.41867982267739 7.63624469053745 6.55459360962031 14.4394043724244
2017-07-16 08:00:00 6.2836979700828 19.3192129701044 6.19976822507973 14.388357502704
2017-07-16 09:00:00 7.16047383231462 15.3092299661554 6.72157730635904 15.4451875142792
2017-07-16 10:00:00 8.20206644161697 14.6443654938464 9.93984373405072 12.9958284890768
2017-07-16 11:00:00 10.7328922015081 17.2555013961887 7.53900228661394 8.98680558568157
2017-07-16 12:00:00 12.0791040881165 15.4619222552465 8.85997972653845 12.8509901826109
2017-07-16 13:00:00 14.2488354320659 19.0205790824494 10.3336261434131 9.98107445878748
2017-07-16 14:00:00 14.9712062148303 18.6630518989717 7.45102915388573 17.3666266923683
2017-07-16 15:00:00 13.1104557519819 20.214406506421 7.6232871134902 8.2639322405786
2017-07-16 16:00:00 12.494578230063 17.4690730237537 7.91543343236565 11.884917722386
2017-07-16 17:00:00 12.370267612926 17.627211994535 6.94842986829124 8.72453825973686
2017-07-16 18:00:00 12.281649276666 14.9405919180539 8.28181766986442 8.68207357899656
2017-07-16 19:00:00 8.61570182288884 10.3522556782855 5.59403780130301 7.75829739990821
2017-07-16 20:00:00 7.21866910900269 6.02178666205025 6.1438876554151 10.7468985815099
2017-07-16 21:00:00 8.79840819277115 7.65206463288743 6.31562304483118 6.73755484490813
2017-07-16 22:00:00 5.76504102932416 8.9826435378607 7.98664294252108 6.82576653501786
2017-07-16 23:00:00 6.10755037683355 6.69795104730316 7.10689834919438 7.82824842496621
2017-07-17 00:00:00 6.12959373791237 7.05930820031798 6.39306664136065 7.32185276810911
2017-07-17 01:00:00 5.7981108193047 6.52499165084061 6.5879243329634 8.00824097267164
2017-07-17 02:00:00 6.25647761221308 8.13962091264326 4.98163721582172 7.64464139121743
2017-07-17 03:00:00 5.9251563301135 8.64940575992797 8.26349420878527 8.97270578676321
2017-07-17 04:00:00 6.02808243429122 11.8862990474288 6.08841710339988 5.80959103039827
2017-07-17 05:00:00 5.64299685288946 9.86678865836209 6.10184029182425 7.3832135631168
2017-07-17 06:00:00 5.70700647249332 9.6825213688702 6.99242217103187 7.51067064892845
2017-07-17 07:00:00 5.66819516471366 11.33678735431 7.1799479844982 11.8538168856311
2017-07-17 08:00:00 6.22309072613133 12.0241165291082 7.83792883840393 14.1104651075229
2017-07-17 09:00:00 8.47963829884959 18.3808183530894 7.70746273590208 14.7479523637656
2017-07-17 10:00:00 8.05526265754408 16.7201936016119 11.1343367710324 15.7006454610267
2017-07-17 11:00:00 10.6032940469337 17.1470400180362 8.21774908016912 9.71662820805744
2017-07-17 12:00:00 12.1694873699211 17.8907057449358 10.4878712501942 12.3434515370774
2017-07-17 13:00:00 13.0355462620318 19.5558890374134 9.05825805567515 13.9812315134184
2017-07-17 14:00:00 12.0448729709935 17.4690361561431 10.726242094153 10.8234357913364
2017-07-17 15:00:00 13.844347460602 21.4910845649823 6.28423452805285 12.2538701807951
2017-07-17 16:00:00 15.346569462888 19.3806255572218 7.33030021458695 13.292175372693
2017-07-17 17:00:00 14.5262801020449 17.6762457222039 9.47691206783928 11.4778823877089
2017-07-17 18:00:00 12.618776806606 15.8336246817665 5.88921847643065 8.50652596765946
2017-07-17 19:00:00 10.5386724117203 10.54415821522 6.41121515602381 10.5703216612281
2017-07-17 20:00:00 6.91771180890887 8.19848071724557 6.55839653055235 9.77387000246708
2017-07-17 21:00:00 6.64307980999642 7.70706726744257 5.74591618026849 6.62316747935791
2017-07-17 22:00:00 8.40006319987724 10.9921121596434 5.51609295202621 6.24433304746614
2017-07-17 23:00:00 6.64391419490513 7.90733575670155 6.7037244719341 7.90915905717529
2017-07-18 00:00:00 5.52339996514938 6.09483370879456 7.77364515932647 7.68531927371027
2017-07-18 01:00:00 5.56717828573871 8.65108901435152 6.50093428179166 6.87266579382027
